Username,Tweet
1668182799952801792,b'RT @JamalBoegis: Alumni ITB Dukung @aniesbaswedan Sebagai Presiden RI 2024. https://t.co/6nHl4WmJxQ'
1668182785390178305,b'RT @idtodayco: Anies Baswedan: Jabar Lumbung Suara Nasional Menyongsong Kemenangan Pemilu 2024\nhttps://t.co/CssbPa9yYK'
1668182768180658179,b'RT @Dennysiregar7: Lah kok melupakan kawan ?\n\nCokroTV itu saluran bebas beropini aja. Berbeda pendapat sampe berantem juga pernah disana. T\xe2\x80\xa6'
1668182762673827840,"b'RT @tempodotco: Pejuang ABW, melakukan deklarasi pengurus tingkat kecamatan se-Kota Depok, Ahad, 11 Juni 2023. Dengan tagline: Bersatu Meme\xe2\x80\xa6'"
1668182733150126081,"b'RT @Yurissa_Samosir: Putri Ariani Menyanyikan Lagu ""INDONESIA RAYA "" Bersama  Bapak Anies Baswedan dan AHY di Acara Milad PKS https://t.co/\xe2\x80\xa6'"
1668182731250106369,b'RT @democrazymedia: \xe2\x80\x9cMister President\xe2\x80\x9d Sebutan Anies Baswedan Sejak Kuliah\nhttps://t.co/G98tgyFZIs'
1668182719870935040,b'RT @sutanmangara: Anies Baswedan Lagi Nih.... https://t.co/tZfSG0CHZp'
1668182697964105728,b'RT @Tan_Mar3M: Nah gitu dong?. Uu IKN bisa dibatalkan lewat perppu.\n\nWong putusan MK saja tak mengikat di rezim sontoloyo sekarang. https:/\xe2\x80\xa6'
1668182678666100737,b'RT @Yurissa_Samosir: Pak Anies Baswedan Menghadiri Acara halal bihalal pada hari ini Minggu 11 Juni 2023 si GOR Pajajaran Kota Bogor dan di\xe2\x80\xa6'
1668182659435204614,b'RT @Yurissa_Samosir: Nyobain Joging Track 1.8 KM di Stadion JIS....karya anak bangsa yg keren sudah jelas kepemimpinannya Bapak Anies Baswe\xe2\x80\xa6'
1668182640493723648,"b'RT @RstmBcl: Bagaimana ini Nasdem kader pada ngamuk, kelihatanya tak suka dg mengusung Pak Anies Baswedan\nKan udah nyata Pak @ganjarpranowo\xe2\x80\xa6'"
1668182638237200386,"b'Sebaliknya, Anies Baswedan justru terus menunjukkan penurunan elektabilitas. #PrabowoUntukIndonesia #NeruskePakdhe Prabowo Subianto'"
1668182638086225921,b'RT @Jatayu_45: SUDAH TERANG TERANGAN ANIES BASWEDAN TIDAK AKAN MENERUSKAN PROGRAM JOKOWI YANG BERMASALAH....\xe2\x80\xbc\xef\xb8\x8f\n\n#RakyatTolakPemiluTertutup\xe2\x80\xa6'
1668182632755245056,"b'RT @HidayatNatari: Atang;\n""Insya Allah target kami di Pilpres 2024 ini 80 persen untuk Pak Anies Baswedan. Mudah-mudahan ini bisa tercapai\xe2\x80\xa6'"
